"","Timestamp","How old are you?","Please indicate your sex","Which province or territory do you live in?","What is your highest education level?","Have you been following the election?","How much do you value the alignment between you and the candidate's policies?","How's your satisfaction with the current Canadian government?","How would you rate the current government's response on combating COVID-19?","In your opinion, what is the most important issue facing in Canada today?","If the Federal Election were being held today, who would you vote for?"
"1545",2020-10-07 16:00:06,"65+","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",5,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1546",2020-10-07 16:00:14,"55-64","Male","Ontario","Secondary (high) school diploma or equivalency certificate","No",9,"Somewhat Satisfied",7,"Foreign Affairs","Jagmeet Singh's New Democratic Party of Canada"
"1547",2020-10-07 16:00:00,"65+","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Satisfied",8,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1548",2020-10-07 16:00:17,"65+","Male","Quebec","University certificate or diploma below bachelor level","No",9,"Somewhat Satisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1549",2020-10-07 16:00:07,"55-64","Male","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",6,"Environment","Erin O’Toole's Conservative Party of Canada"
"1550",2020-10-07 16:00:14,"25-34","Female","Saskatchewan","College, CEGEP or other non-university certificate or diploma","Yes",10,"Very Dissatisfied",6,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1551",2020-10-07 16:00:18,"25-34","Female","Ontario","College, CEGEP or other non-university certificate or diploma","No",9,"Somewhat Dissatisfied",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1552",2020-10-07 16:00:10,"25-34","Male","Quebec","Apprenticeship or trades certificate or diploma","No",10,"Somewhat Satisfied",8,"Foreign Affairs","Erin O’Toole's Conservative Party of Canada"
"1553",2020-10-07 16:00:07,"45-54","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",7,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1554",2020-10-07 16:00:03,"65+","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Very Dissatisfied",6,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1555",2020-10-07 16:00:14,"65+","Male","British Columbia","College, CEGEP or other non-university certificate or diploma","No",9,"Somewhat Satisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1556",2020-10-07 16:00:01,"35-44","Male","Ontario","College, CEGEP or other non-university certificate or diploma","No",9,"Somewhat Satisfied",6,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1557",2020-10-07 16:00:09,"45-54","Female","Quebec","No certificate, diploma or degree","Yes",10,"Somewhat Dissatisfied",4,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1558",2020-10-07 16:00:02,"55-64","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",7,"Environment","Annamie Paul's Green Party of Canada"
"1559",2020-10-07 16:00:08,"35-44","Female","Quebec","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Satisfied",9,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1560",2020-10-07 16:00:02,"65+","Male","Ontario","Secondary (high) school diploma or equivalency certificate","No",9,"Somewhat Dissatisfied",7,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"1561",2020-10-07 16:00:00,"25-34","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",5,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1562",2020-10-07 16:00:04,"55-64","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",8,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1563",2020-10-07 16:00:17,"25-34","Female","Quebec","University certificate, diploma or degree at bachelor level or above","No",10,"No Opinion",6,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1564",2020-10-07 16:00:03,"65+","Female","Ontario","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Dissatisfied",5,"Health Care","Others"
"1565",2020-10-07 16:00:19,"35-44","Female","Newfoundland and Labrador","No certificate, diploma or degree","Yes",9,"Somewhat Dissatisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1566",2020-10-07 16:00:17,"35-44","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",10,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1567",2020-10-07 16:00:16,"35-44","Female","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",6,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"1568",2020-10-07 16:00:08,"65+","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",10,"Very Dissatisfied",9,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1569",2020-10-07 16:00:05,"25-34","Male","Ontario","No certificate, diploma or degree","No",10,"Very Dissatisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1570",2020-10-07 16:00:04,"35-44","Female","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Dissatisfied",10,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"1571",2020-10-07 16:00:11,"55-64","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Satisfied",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1572",2020-10-07 16:00:07,"65+","Male","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Dissatisfied",7,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1573",2020-10-07 16:00:01,"45-54","Male","Nova Scotia","University certificate, diploma or degree at bachelor level or above","Yes",8,"Somewhat Dissatisfied",8,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1574",2020-10-07 16:00:08,"55-64","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",4,"Somewhat Satisfied",8,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1575",2020-10-07 16:00:12,"18-24","Male","Quebec","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Satisfied",6,"Foreign Affairs","Annamie Paul's Green Party of Canada"
"1576",2020-10-07 16:00:08,"35-44","Male","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Satisfied",2,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1577",2020-10-07 16:00:05,"65+","Female","Ontario","University certificate or diploma below bachelor level","Yes",10,"Somewhat Dissatisfied",4,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1578",2020-10-07 16:00:18,"35-44","Male","British Columbia","No certificate, diploma or degree","Yes",8,"Somewhat Satisfied",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1579",2020-10-07 16:00:02,"65+","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",8,"Somewhat Dissatisfied",10,"Health Care","Annamie Paul's Green Party of Canada"
"1580",2020-10-07 16:00:05,"65+","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",8,"Health Care","Yves-Francois Blanchet's Bloc Québécois"
"1581",2020-10-07 16:00:08,"18-24","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Very Dissatisfied",5,"Housing/Homelessness/Proverty","Jagmeet Singh's New Democratic Party of Canada"
"1582",2020-10-07 16:00:11,"55-64","Female","Ontario","No certificate, diploma or degree","No",10,"Somewhat Dissatisfied",9,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1583",2020-10-07 16:00:15,"18-24","Male","Ontario","Apprenticeship or trades certificate or diploma","Yes",9,"Somewhat Dissatisfied",7,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1584",2020-10-07 16:00:02,"65+","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",9,"No Opinion",8,"Accountability/Leadership","Erin O’Toole's Conservative Party of Canada"
"1585",2020-10-07 16:00:18,"35-44","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Dissatisfied",7,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1586",2020-10-07 16:00:05,"45-54","Male","British Columbia","College, CEGEP or other non-university certificate or diploma","No",8,"Somewhat Satisfied",10,"Crime/Public Safety","Justin Trudeau's Liberal Party of Canada"
"1587",2020-10-07 16:00:08,"35-44","Female","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",8,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1588",2020-10-07 16:00:06,"65+","Male","Ontario","No certificate, diploma or degree","Yes",9,"Somewhat Satisfied",9,"Housing/Homelessness/Proverty","Jagmeet Singh's New Democratic Party of Canada"
"1589",2020-10-07 16:00:18,"25-34","Female","Alberta","University certificate, diploma or degree at bachelor level or above","Yes",9,"Very Dissatisfied",9,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1590",2020-10-07 16:00:11,"45-54","Female","Ontario","No certificate, diploma or degree","Yes",4,"Somewhat Satisfied",5,"Accountability/Leadership","Jagmeet Singh's New Democratic Party of Canada"
"1591",2020-10-07 16:00:17,"45-54","Female","British Columbia","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Satisfied",9,"Environment","Yves-Francois Blanchet's Bloc Québécois"
"1592",2020-10-07 16:00:14,"55-64","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1593",2020-10-07 16:00:06,"35-44","Female","Quebec","Apprenticeship or trades certificate or diploma","No",10,"Somewhat Satisfied",2,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1594",2020-10-07 16:00:15,"65+","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",6,"Somewhat Satisfied",7,"Environment","Justin Trudeau's Liberal Party of Canada"
"1595",2020-10-07 16:00:01,"35-44","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",4,"Accountability/Leadership","Jagmeet Singh's New Democratic Party of Canada"
"1596",2020-10-07 16:00:10,"45-54","Female","Ontario","No certificate, diploma or degree","Yes",9,"Very Satisfied",6,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1597",2020-10-07 16:00:02,"45-54","Female","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",8,"Somewhat Dissatisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1598",2020-10-07 16:00:02,"65+","Female","Alberta","College, CEGEP or other non-university certificate or diploma","No",9,"Very Satisfied",7,"Foreign Affairs","Erin O’Toole's Conservative Party of Canada"
"1599",2020-10-07 16:00:17,"55-64","Female","Alberta","University certificate, diploma or degree at bachelor level or above","No",3,"Somewhat Dissatisfied",4,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1600",2020-10-07 16:00:19,"25-34","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",8,"Somewhat Dissatisfied",6,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1601",2020-10-07 16:00:14,"35-44","Male","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",8,"Very Dissatisfied",9,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1602",2020-10-07 16:00:02,"45-54","Male","Alberta","No certificate, diploma or degree","Yes",6,"Somewhat Satisfied",6,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1603",2020-10-07 16:00:04,"18-24","Female","Newfoundland and Labrador","No certificate, diploma or degree","Yes",4,"Very Dissatisfied",5,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1604",2020-10-07 16:00:02,"35-44","Female","Alberta","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",7,"Housing/Homelessness/Proverty","Annamie Paul's Green Party of Canada"
"1605",2020-10-07 16:00:00,"35-44","Male","Ontario","No certificate, diploma or degree","Yes",6,"Somewhat Satisfied",8,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1606",2020-10-07 16:00:16,"65+","Male","Alberta","University certificate or diploma below bachelor level","Yes",9,"Somewhat Dissatisfied",6,"Accountability/Leadership","Annamie Paul's Green Party of Canada"
"1607",2020-10-07 16:00:03,"35-44","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Dissatisfied",3,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1608",2020-10-07 16:00:04,"45-54","Female","Quebec","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Dissatisfied",7,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1609",2020-10-07 16:00:12,"55-64","Male","Ontario","Apprenticeship or trades certificate or diploma","No",10,"Somewhat Dissatisfied",5,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1610",2020-10-07 16:00:12,"18-24","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",5,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1611",2020-10-07 16:00:11,"18-24","Female","Prince-Edward-Island","College, CEGEP or other non-university certificate or diploma","Yes",9,"Very Dissatisfied",10,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1612",2020-10-07 16:00:12,"45-54","Female","Quebec","University certificate or diploma below bachelor level","Yes",10,"Somewhat Dissatisfied",8,"Energy/Piplines","Erin O’Toole's Conservative Party of Canada"
"1613",2020-10-07 16:00:03,"18-24","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Dissatisfied",5,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1614",2020-10-07 16:00:14,"18-24","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Dissatisfied",6,"Accountability/Leadership","Erin O’Toole's Conservative Party of Canada"
"1615",2020-10-07 16:00:13,"18-24","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Dissatisfied",9,"Health Care","Yves-Francois Blanchet's Bloc Québécois"
"1616",2020-10-07 16:00:01,"45-54","Male","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",6,"Somewhat Dissatisfied",9,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1617",2020-10-07 16:00:03,"65+","Male","Ontario","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Satisfied",3,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1618",2020-10-07 16:00:18,"55-64","Male","New Brunswick","University certificate, diploma or degree at bachelor level or above","Yes",10,"Very Satisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1619",2020-10-07 16:00:13,"25-34","Male","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",10,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1620",2020-10-07 16:00:14,"65+","Male","Ontario","No certificate, diploma or degree","Yes",8,"Very Dissatisfied",8,"Energy/Piplines","Erin O’Toole's Conservative Party of Canada"
"1621",2020-10-07 16:00:03,"25-34","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Satisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1622",2020-10-07 16:00:18,"55-64","Male","Quebec","College, CEGEP or other non-university certificate or diploma","No",10,"Somewhat Dissatisfied",8,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1623",2020-10-07 16:00:08,"55-64","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Satisfied",7,"Environment","Erin O’Toole's Conservative Party of Canada"
"1624",2020-10-07 16:00:00,"65+","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1625",2020-10-07 16:00:18,"18-24","Female","Quebec","Apprenticeship or trades certificate or diploma","Yes",10,"Very Dissatisfied",8,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1626",2020-10-07 16:00:05,"45-54","Female","Saskatchewan","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Satisfied",5,"Health Care","Annamie Paul's Green Party of Canada"
"1627",2020-10-07 16:00:07,"18-24","Male","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",7,"Housing/Homelessness/Proverty","Annamie Paul's Green Party of Canada"
"1628",2020-10-07 16:00:05,"55-64","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",8,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1629",2020-10-07 16:00:05,"65+","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1630",2020-10-07 16:00:03,"45-54","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",5,"The Economy/Jobs","Annamie Paul's Green Party of Canada"
"1631",2020-10-07 16:00:17,"18-24","Female","Ontario","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Satisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1632",2020-10-07 16:00:05,"45-54","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",10,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1633",2020-10-07 16:00:02,"45-54","Male","Ontario","Apprenticeship or trades certificate or diploma","No",9,"Somewhat Satisfied",6,"Health Care","Annamie Paul's Green Party of Canada"
"1634",2020-10-07 16:00:15,"18-24","Male","Manitoba","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",3,"Foreign Affairs","Others"
"1635",2020-10-07 16:00:11,"55-64","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Satisfied",8,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1636",2020-10-07 16:00:16,"65+","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Satisfied",8,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1637",2020-10-07 16:00:19,"35-44","Male","Nova Scotia","University certificate, diploma or degree at bachelor level or above","No",8,"Somewhat Dissatisfied",8,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1638",2020-10-07 16:00:06,"25-34","Male","Ontario","University certificate or diploma below bachelor level","No",9,"Very Dissatisfied",5,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1639",2020-10-07 16:00:16,"55-64","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",6,"Environment","Justin Trudeau's Liberal Party of Canada"
"1640",2020-10-07 16:00:07,"65+","Male","Quebec","University certificate or diploma below bachelor level","Yes",10,"Somewhat Dissatisfied",10,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1641",2020-10-07 16:00:04,"65+","Female","Ontario","University certificate or diploma below bachelor level","Yes",10,"Somewhat Dissatisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1642",2020-10-07 16:00:07,"55-64","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Satisfied",10,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1643",2020-10-07 16:00:14,"45-54","Male","Alberta","University certificate, diploma or degree at bachelor level or above","Yes",8,"Somewhat Satisfied",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1644",2020-10-07 16:00:09,"65+","Male","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",4,"Somewhat Satisfied",5,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1645",2020-10-07 16:00:17,"65+","Female","Alberta","College, CEGEP or other non-university certificate or diploma","Yes",9,"No Opinion",9,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1646",2020-10-07 16:00:00,"35-44","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Satisfied",5,"Energy/Piplines","Erin O’Toole's Conservative Party of Canada"
"1647",2020-10-07 16:00:08,"65+","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",8,"Somewhat Satisfied",4,"Environment","Yves-Francois Blanchet's Bloc Québécois"
"1648",2020-10-07 16:00:18,"65+","Female","Ontario","No certificate, diploma or degree","Yes",10,"Very Dissatisfied",4,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1649",2020-10-07 16:00:12,"65+","Female","Alberta","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",6,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1650",2020-10-07 16:00:01,"55-64","Female","Quebec","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Satisfied",6,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1651",2020-10-07 16:00:02,"65+","Male","Ontario","College, CEGEP or other non-university certificate or diploma","No",9,"Somewhat Satisfied",7,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1652",2020-10-07 16:00:12,"25-34","Male","Ontario","Apprenticeship or trades certificate or diploma","Yes",9,"Very Dissatisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1653",2020-10-07 16:00:17,"55-64","Male","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",6,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1654",2020-10-07 16:00:11,"35-44","Male","Alberta","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Satisfied",7,"Housing/Homelessness/Proverty","Jagmeet Singh's New Democratic Party of Canada"
"1655",2020-10-07 16:00:17,"25-34","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",9,"Somewhat Dissatisfied",5,"Foreign Affairs","Justin Trudeau's Liberal Party of Canada"
"1656",2020-10-07 16:00:05,"35-44","Male","British Columbia","Apprenticeship or trades certificate or diploma","No",10,"Somewhat Dissatisfied",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1657",2020-10-07 16:00:01,"35-44","Female","Alberta","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",8,"Environment","Erin O’Toole's Conservative Party of Canada"
"1658",2020-10-07 16:00:14,"45-54","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"No Opinion",6,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1659",2020-10-07 16:00:02,"45-54","Male","Ontario","No certificate, diploma or degree","Yes",8,"Somewhat Dissatisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1660",2020-10-07 16:00:17,"45-54","Female","Nova Scotia","No certificate, diploma or degree","Yes",10,"Very Dissatisfied",5,"Environment","Annamie Paul's Green Party of Canada"
"1661",2020-10-07 16:00:07,"35-44","Male","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",10,"No Opinion",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1662",2020-10-07 16:00:04,"25-34","Female","Manitoba","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Satisfied",5,"Crime/Public Safety","Justin Trudeau's Liberal Party of Canada"
"1663",2020-10-07 16:00:03,"55-64","Female","Quebec","Apprenticeship or trades certificate or diploma","No",8,"Somewhat Dissatisfied",6,"Environment","Annamie Paul's Green Party of Canada"
"1664",2020-10-07 16:00:13,"55-64","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Satisfied",10,"Environment","Justin Trudeau's Liberal Party of Canada"
"1665",2020-10-07 16:00:05,"25-34","Female","Ontario","No certificate, diploma or degree","Yes",5,"Somewhat Satisfied",7,"Environment","Erin O’Toole's Conservative Party of Canada"
"1666",2020-10-07 16:00:15,"65+","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Dissatisfied",8,"Accountability/Leadership","Erin O’Toole's Conservative Party of Canada"
"1667",2020-10-07 16:00:01,"35-44","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Satisfied",7,"Foreign Affairs","Yves-Francois Blanchet's Bloc Québécois"
"1668",2020-10-07 16:00:06,"25-34","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",7,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1669",2020-10-07 16:00:03,"55-64","Male","Quebec","Apprenticeship or trades certificate or diploma","No",9,"Somewhat Satisfied",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1670",2020-10-07 16:00:05,"65+","Female","Ontario","College, CEGEP or other non-university certificate or diploma","No",9,"Somewhat Satisfied",4,"Environment","Jagmeet Singh's New Democratic Party of Canada"
"1671",2020-10-07 16:00:18,"35-44","Female","Quebec","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Satisfied",8,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1672",2020-10-07 16:00:02,"65+","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Dissatisfied",7,"Foreign Affairs","Annamie Paul's Green Party of Canada"
"1673",2020-10-07 16:00:00,"55-64","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",10,"Very Satisfied",8,"Health Care","Annamie Paul's Green Party of Canada"
"1674",2020-10-07 16:00:10,"25-34","Female","New Brunswick","University certificate, diploma or degree at bachelor level or above","Yes",9,"No Opinion",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1675",2020-10-07 16:00:00,"18-24","Male","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Satisfied",8,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"1676",2020-10-07 16:00:00,"35-44","Male","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Satisfied",6,"Accountability/Leadership","Yves-Francois Blanchet's Bloc Québécois"
"1677",2020-10-07 16:00:12,"35-44","Male","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",8,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1678",2020-10-07 16:00:10,"45-54","Male","Alberta","College, CEGEP or other non-university certificate or diploma","Yes",9,"Very Dissatisfied",8,"The Economy/Jobs","Annamie Paul's Green Party of Canada"
"1679",2020-10-07 16:00:14,"45-54","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",8,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1680",2020-10-07 16:00:18,"55-64","Female","Saskatchewan","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1681",2020-10-07 16:00:02,"55-64","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",10,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1682",2020-10-07 16:00:01,"55-64","Male","Ontario","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Dissatisfied",9,"Environment","Erin O’Toole's Conservative Party of Canada"
"1683",2020-10-07 16:00:18,"45-54","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"No Opinion",7,"Energy/Piplines","Erin O’Toole's Conservative Party of Canada"
"1684",2020-10-07 16:00:09,"65+","Male","Ontario","College, CEGEP or other non-university certificate or diploma","No",9,"Somewhat Dissatisfied",6,"Health Care","Erin O’Toole's Conservative Party of Canada"
